Noise,True_V,Primary_V,Winner,Rg_meas,Yg100,Yg210,Ym210,V_all
-597.0505701832946,0.2893742183722819,0.32291500396159406,Consensus_Selection,13.279574065249578,640.6014385159751,-107.2767895321165,-17319.008221761622,"[0.32291500396159406, 0.057136223578500164]"
-597.0505701832946,0.2946631608168217,0.3172673845841663,Consensus_Selection,13.436194709015199,642.2242197310179,-113.84099212254661,2213.658675112152,"[0.3172673845841663, 0.058277852844442694]"
-597.0505701832946,0.29999999999999993,0.04231305961106565,Unique_Solution,13.590486524545446,622.6021917571296,-191.22074861880287,2233.413548503972,[0.04231305961106565]
-1888.0396800814256,0.003999999999999999,0.006354726815413523,Unique_Solution,5.16017198212745,514.2139412277742,-196.25076189980584,4370.7874693040885,[0.006354726815413523]
-1888.0396800814256,0.004642958796619732,-0.035779732911142045,Nearest_Fallback,5.153418814147043,332.04793933761704,-1914.5313792702168,4193.919068938112,[-0.035779732911142045]
-1888.0396800814256,0.005333814331877817,-0.04244148585687536,Nearest_Fallback,5.1526412558999946,302.9828051078492,-2310.610844964324,3810.2133621960947,[-0.04244148585687536]
-1888.0396800814256,0.006072566605774254,0.021402129534027144,Unique_Solution,5.233886689776081,563.5859471471615,-42.563604781610216,5087.044982467591,[0.021402129534027144]
-1888.0396800814256,0.006859215618309043,0.06310224319862287,Consensus_Selection,5.211237838036899,630.3441540615852,748.7300330079422,4773.547138209857,"[0.06310224319862287, 0.26427026672228326]"
-1888.0396800814256,0.007693761369482185,0.006513725744773084,Unique_Solution,5.247642731744112,514.97929997578,-123.52389693943006,2055.675687794237,[0.006513725744773084]
-1888.0396800814256,0.008576203859293679,0.04963503996397078,Consensus_Selection,5.273720832480235,617.0212199893415,616.7044071158845,4484.906241780693,"[0.04963503996397078, 0.33609517926940474]"
-1888.0396800814256,0.009506543087743522,0.021718529193218733,Unique_Solution,5.326660204200227,564.4083413874876,190.6453734420046,5866.999259065583,[0.021718529193218733]
-1888.0396800814256,0.010484779054831722,-0.004469548604376039,Nearest_Fallback,5.353682030902299,469.01445929348995,-522.9931134214729,8368.28696188186,[-0.004469548604376039]
-1888.0396800814256,0.01151091176055827,,Nearest_Fallback,5.3752340933477845,674.9014213376681,601.9164389870858,9552.50702499626,[nan]
-1888.0396800814256,0.012584941204923174,0.06608870550354078,Consensus_Selection,5.420053551469597,633.651702700892,431.84857972227377,5012.012972405118,"[0.06608870550354078, 0.2492373231953338]"
-1888.0396800814256,0.01370686738792643,0.21899983468750264,Nearest_Fallback,5.4659372188321385,658.7417399442221,504.9375831094917,-179269.9855392847,[0.21899983468750264]
-1888.0396800814256,0.014876690309568036,0.06235092452312252,Consensus_Selection,5.503553923289435,630.2811007998567,368.5823498014139,-1431.5561272164152,"[0.06235092452312252, 0.2671401236948862]"
-1888.0396800814256,0.01609440996984799,0.08310945439708838,Consensus_Selection,5.562421439837226,643.86926672763,120.71020205121893,3730.429226525712,"[0.08310945439708838, 0.19755928864380323]"
-1888.0396800814256,0.017360026368766306,0.0550497170674199,Consensus_Selection,5.577034254782475,623.0191062996939,158.97634724919186,1923.768920134284,"[0.0550497170674199, 0.30542619748156635]"
-1888.0396800814256,0.018673539506322973,0.027576239705036112,Unique_Solution,5.604368342908514,578.1340708707397,15.285825428765184,3962.6020294555774,[0.027576239705036112]
-1888.0396800814256,0.02003494938251798,0.024758896427710918,Unique_Solution,5.656187849810181,571.6562909005515,-43.96006260293745,4378.846420107164,[0.024758896427710918]
-1888.0396800814256,0.02144425599735135,0.044227417758869556,Unique_Solution,5.7247396874932805,609.6633890622355,48.40692342543283,-8934.66664614193,[0.044227417758869556]
